FID,country,area,location,site_code,site_name,old_site_codes,latitude,longitude,realm,province,ecoregion,lat_zone,programs,geom
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54de,Canada,British Columbia,Vancouver,BMSC6,Baeria Rocks South Island,,48.95,-125.16,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.16 48.95)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54dd,Australia,New South Wales,Solitary Islands,SI32,Arrawarra Headland,,-30.06,153.2,Temperate Australasia,East Central Australian Shelf,Tweed-Moreton,Temperate,RLS,POINT (153.2 -30.06)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54dc,Australia,New South Wales,Solitary Islands,SI31,Woolgoolga Beach,,-30.11,153.2,Temperate Australasia,East Central Australian Shelf,Tweed-Moreton,Temperate,RLS,POINT (153.2 -30.11)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54db,Australia,Western Australia,Jurien,JMP-S44,Inner Sams Reef,,-30.48,115.05,Temperate Australasia,West Central Australian Shelf,Houtman,Temperate,ATRC,POINT (115.05 -30.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54da,Australia,Tasmania,Tasmania - South East,TAS164,Trumpeter Bay North,"1810,SBIR08,TBN",-43.15,147.39,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.39 -43.15)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d9,Australia,Tasmania,Tasmania - South East,RR,Roaring,,-43.1,147.68,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.68 -43.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d8,Canada,British Columbia,British Columbia,BMSC8,Baeria Rocks North Island Northside,,48.96,-125.15,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.15 48.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d7,Canada,British Columbia,British Columbia,BMSC7,Baeria Rocks North Island Southside,,48.95,-125.15,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.15 48.95)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d6,Canada,British Columbia,Vancouver,BMSC3,Ohiat,,48.86,-125.18,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.18 48.86)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d5,Canada,British Columbia,British Columbia,BMSC13,Effingham West,,48.87,-125.31,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.31 48.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d4,Canada,British Columbia,British Columbia,BMSC20,Ed King East,,48.84,-125.21,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.21 48.84)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d3,Canada,British Columbia,British Columbia,BMSC11,Wizard Island South,,48.86,-125.16,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.16 48.86)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d2,Canada,British Columbia,British Columbia,BMSC5,Taylor Rock,,48.83,-125.2,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.2 48.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d1,Canada,British Columbia,British Columbia,BMSC9,Eagle Bay,,48.83,-125.15,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.15 48.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54d0,Canada,British Columbia,British Columbia,BMSC18,Eussen Rock,,48.91,-125.27,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.27 48.91)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54cf,Canada,British Columbia,Vancouver,BMSC2,Kirby,,48.85,-125.2,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.2 48.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ce,Canada,British Columbia,Vancouver,BMSC1,Dodger Channel,,48.83,-125.2,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.2 48.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54cd,Canada,British Columbia,British Columbia,BMSC17,Wouwer Channel,,48.87,-125.36,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.36 48.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54cc,Canada,British Columbia,Vancouver,BMSC4,Kii xin,,48.82,-125.18,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.18 48.82)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54cb,Canada,British Columbia,British Columbia,BMSC12,Wizard Island North,,48.86,-125.16,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.16 48.86)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ca,Australia,Western Australia,Pilbara,WA184,False Seal Rock,,-20.51,116.65,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (116.65 -20.51)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c9,Australia,Tasmania,Tasmania - South East,SBIR14,Moorina Bay,CQE,-43.25,147.42,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.42 -43.25)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c8,Australia,Northern Territory,Darwin,NT8,Dudley Point Bommies," KT3_251,KT13, KT5_251",-12.42,130.81,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (130.81 -12.42)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c7,Australia,Northern Territory,Carpentaria,NT61,Jones Shoal,,-10.96,132.22,Central Indo-Pacific,Sahul Shelf,Arnhem Coast to Gulf of Carpenteria,Tropical,RLS,POINT (132.22 -10.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c6,Australia,Northern Territory,Carpentaria,NT63,Arafura Shoal,,-11.23,134.75,Central Indo-Pacific,Sahul Shelf,Arnhem Coast to Gulf of Carpenteria,Tropical,RLS,POINT (134.75 -11.23)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c5,Australia,Western Australia,Ashmore/Cartier,NWS202,Ashmore North,,-12.2,123.03,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (123.03 -12.2)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c4,Australia,Northern Territory,Oceanic Shoals,OS16,Parry Shoal,,-11.22,129.66,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (129.66 -11.22)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c3,Australia,Northern Territory,Oceanic Shoals,OS9,South Evans Shoal,,-10.13,129.54,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (129.54 -10.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c2,Australia,Western Australia,Ashmore/Cartier,NWS203,Whatever Reef,,-12.54,123.57,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (123.57 -12.54)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c1,Australia,Queensland,Coral Sea - Far North,CS242,Ashmore South Anchorage bommie,,-10.44,144.45,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (144.45 -10.44)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54c0,Australia,Queensland,Moreton,MBMP11,Shark Gutters,,-27.39,153.55,Temperate Australasia,East Central Australian Shelf,Tweed-Moreton,Temperate,RLS,POINT (153.55 -27.39)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54bf,Australia,Queensland,QLD inshore - Central,GBR281,Fitzroy Island Rubble Run,,-16.93,145.99,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,Tropical,RLS,POINT (145.99 -16.93)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54be,Australia,Tasmania,Rocky Cape,RC10,Sister Island South East,,-40.91,145.58,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,RLS,POINT (145.58 -40.91)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54bd,Australia,Queensland,Gold Coast,QLD6,Kirra Reef,,-28.16,153.53,Temperate Australasia,East Central Australian Shelf,Tweed-Moreton,Temperate,RLS,POINT (153.53 -28.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54bc,Australia,New South Wales,Tweed Heads,NSW57,Seascape area Tweed River,,-28.17,153.55,Temperate Australasia,East Central Australian Shelf,Tweed-Moreton,Temperate,RLS,POINT (153.55 -28.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54bb,Australia,Tasmania,Maria Island,MIR-S5,Return Point,105,-42.63,148.02,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,"ATRC, RLS",POINT (148.02 -42.63)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ba,Australia,New South Wales,NSW - Central North,NSW56,Nambucca Heads RSL,,-30.65,153,Temperate Australasia,East Central Australian Shelf,Manning-Hawkesbury,Temperate,RLS,POINT (153 -30.65)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b9,Australia,Tasmania,Tasmania - South East,LPN,Low Point North,,-43.13,147.7,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.7 -43.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b8,Canada,British Columbia,British Columbia,BMSC10,Ross Islets Slug Island,,48.87,-125.16,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.16 48.87)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b7,Canada,British Columbia,British Columbia,BMSC21,Dixon SW,,48.85,-125.12,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.12 48.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b6,Canada,British Columbia,British Columbia,BMSC19,Ed King SW Pyramid,,48.83,-125.22,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.22 48.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b5,Canada,British Columbia,British Columbia,BMSC15,Raymond Kelp Rock,,48.88,-125.31,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.31 48.88)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b4,Australia,Tasmania,Tasmania - South East,SBIR13,Cape Queen Elizabeth North,CQN,-43.24,147.43,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.43 -43.24)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b3,Australia,Western Australia,Ashmore/Cartier,NWS1,Vulcan Shoal,,-12.8,124.27,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (124.27 -12.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b2,Australia,Queensland,West Cape York,GC18,Carpentaria Shoal West,,-10.74,141.05,Central Indo-Pacific,Northeast Australian Shelf,Torres Strait Northern Great Barrier Reef,Tropical,RLS,POINT (141.05 -10.74)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b1,Australia,Northern Territory,Carpentaria,NT62,Jones Shoal East,,-10.96,132.23,Central Indo-Pacific,Sahul Shelf,Arnhem Coast to Gulf of Carpenteria,Tropical,RLS,POINT (132.23 -10.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54b0,Australia,Northern Territory,Oceanic Shoals,OS10,Cootamundra Shoal,,-10.84,129.22,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (129.22 -10.84)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54af,Australia,South Australia,Encounter,GSV3,Carrickalinga Head,3603,-35.4,138.34,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,"ATRC, RLS",POINT (138.34 -35.4)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ae,Australia,New South Wales,Port Stephens - North,NSW24,Status Rock mid-west side,SR1.1,-32.43,152.53,Temperate Australasia,East Central Australian Shelf,Manning-Hawkesbury,Temperate,RLS,POINT (152.53 -32.43)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ad,Australia,Tasmania,Tasmania - South East,ADV,Adventure Bay,,-43.33,147.33,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.33 -43.33)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ac,Canada,British Columbia,British Columbia,BMSC14,Effingham Archipelago,,48.88,-125.3,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.3 48.88)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54ab,Canada,British Columbia,British Columbia,BMSC22,Dixon Inside,,48.85,-125.12,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.12 48.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54aa,Australia,Tasmania,Tasmania - South East,SBIR02,Iron Pot North,IPO,-43.06,147.42,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.42 -43.06)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a9,Australia,Northern Territory,Oceanic Shoals,OS1,Flinders Shoal East,,-9.88,129.29,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (129.29 -9.88)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a8,Australia,New South Wales,Port Stephens - North,NSW58,Little Seal Rock,,-32.47,152.55,Temperate Australasia,East Central Australian Shelf,Manning-Hawkesbury,Temperate,RLS,POINT (152.55 -32.47)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a7,Australia,Victoria,Port Phillip Bay,PPB16,Steeles Rocks," SIB2,2SIB",-38.11,144.66,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,RLS,POINT (144.66 -38.11)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a6,Australia,Tasmania,Bicheno,TAS420,Denison Beach,,-41.85,148.28,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (148.28 -41.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a5,Panama,Bocas del Toro,Bocas Del Toro,BOCAS14,Solarte,,9.34,-82.23,Tropical Atlantic,Tropical Northwestern Atlantic,Southwestern Caribbean,Tropical,RLS,POINT (-82.23 9.34)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a4,United States,Florida,Florida Keys,USEC9,Vaca Key Bight S FL,,24.68,-81.05,Tropical Atlantic,Tropical Northwestern Atlantic,Floridian,Tropical,RLS,POINT (-81.05 24.68)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a3,Australia,South Australia,Yorke Peninsula,SSG57,Wallaroo Bay,,-33.93,137.61,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,RLS,POINT (137.61 -33.93)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a2,Australia,South Australia,Yorke Peninsula,SSG58,Point Hughes,,-33.93,137.6,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,RLS,POINT (137.6 -33.93)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a1,Australia,Tasmania,Tasmania - South East,TAS185,Betsy Island North West,"0404,SBIR25,NWB",-43.04,147.47,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.47 -43.04)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-54a0,Canada,British Columbia,British Columbia,BMSC16,Faber Islets,,48.89,-125.3,Temperate Northern Pacific,Cold Temperate Northeast Pacific,"Oregon, Washington, Vancouver Coast and Shelf",Temperate,RLS,POINT (-125.3 48.89)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549f,Australia,Tasmania,Tasmania - South East,SBIR06,One Tree Point,OTN,-43.1,147.39,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.39 -43.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549e,Australia,Northern Territory,Oceanic Shoals,OS11,Kitan Shoal West,,-10.7,126.33,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (126.33 -10.7)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549d,Australia,Tasmania,Tasmania - South East,TAS421,Lanterns Seal Haul-out,,-43.14,148,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (148 -43.14)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549c,Australia,New South Wales,Sydney,SYD68,La Perouse Kelp Bed,,-33.99,151.23,Temperate Australasia,East Central Australian Shelf,Manning-Hawkesbury,Temperate,RLS,POINT (151.23 -33.99)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549b,Australia,Tasmania,Swansea,TAS411,Sloop Rock Barrens,,-41.21,148.29,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (148.29 -41.21)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-549a,Australia,Tasmania,Tasmania - South East,SBIR07,Yellow Bluff,OTS2,-43.13,147.4,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.4 -43.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5499,Australia,Northern Territory,Oceanic Shoals,OS12,Kitan Shoal East,,-10.7,126.34,Central Indo-Pacific,Sahul Shelf,Bonaparte Coast,Tropical,RLS,POINT (126.34 -10.7)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5498,Australia,Tasmania,Tasmania - South East,TAS422,Pelican Island,,-43.45,146.98,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (146.98 -43.45)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5497,Australia,Victoria,Gippsland Lakes,VIC58,Nyerimilang Jetty,,-37.88,147.91,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,RLS,POINT (147.91 -37.88)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5496,Australia,Tasmania,Tasmania - South East,SBIR09,Trumpeter Bay Mid,TBM,-43.16,147.39,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.39 -43.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5495,Australia,Northern Territory,Oceanic Shoals,OS13,Mangola Shoal,,-11.66,125.11,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (125.11 -11.66)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5494,Australia,Tasmania,Tasmania - South East,TAS423,Sisters Bay,,-43.43,147.02,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.02 -43.43)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5493,Australia,Victoria,Victoria - western,VIC61,East Bay,,-38.4,142.47,Temperate Australasia,Southeast Australian Shelf,Western Bassian,Temperate,Parks Vic,POINT (142.47 -38.4)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5492,Australia,Tasmania,Tasmania - South East,SBIR21,North Wedge,NW,-43.13,147.67,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.67 -43.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5491,Australia,Northern Territory,Oceanic Shoals,OS14,NW Jabiru Shoal,,-11.72,125.02,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (125.02 -11.72)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5490,Australia,Tasmania,Tasmania - South East,SBIR20,Creeses,CR,-43.1,147.69,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.69 -43.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548f,Australia,Northern Territory,Oceanic Shoals,OS15,Blue Coral Shoal,,-11.73,123.99,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome,Tropical,RLS,POINT (123.99 -11.73)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548e,Australia,Tasmania,Tasmania - South East,SBIR23,Crooked Billet Bay,CBB,-43.15,147.7,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.7 -43.15)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548d,Australia,Tasmania,Tasmania - South East,SBIR19,North Head,NH,-43.07,147.63,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.63 -43.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548c,Australia,Tasmania,Tasmania - South East,SBIR22,Outside Wedge,OW,-43.14,147.67,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.67 -43.14)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548b,Australia,Tasmania,Tasmania - South East,SBIR18N,Black Jack Bight,BJB,-43.02,147.62,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.62 -43.02)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-548a,Australia,Tasmania,Tasmania - South East,SBIR18S,Mount Zion,MZ,-43.05,147.62,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.62 -43.05)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5489,Australia,Tasmania,Tasmania - South East,SBIR26,South East Betsy,SEB,-43.06,147.49,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.49 -43.06)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5488,Australia,Tasmania,Tasmania - South East,SBIR15,Curio Bay,CB,-43.19,147.71,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.71 -43.19)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5487,Australia,Tasmania,Tasmania - South East,SBIR24,North East Betsy 2,NEB,-43.05,147.49,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.49 -43.05)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5486,Australia,Tasmania,Tasmania - South East,SBIR17,Lobster Point,LP,-42.96,147.67,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.67 -42.96)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5485,Australia,Tasmania,Tasmania - South East,SBIR16,Black Jack Rocks,BJR,-43.04,147.49,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.49 -43.04)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5484,Australia,Tasmania,Tasmania - South East,TAS174,Bull Bay North,"1806,SBIR04,BBN",-43.07,147.37,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.37 -43.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5483,Australia,Tasmania,Tasmania - South East,TAS179,Iron Pot,"0403,IPO",-43.06,147.42,Temperate Australasia,Southeast Australian Shelf,Bassian,Temperate,ATRC,POINT (147.42 -43.06)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5482,Chile,"San Antonio, Chile",Chile,CHILE13,Algarrobo Marina,,-33.37,-71.68,Temperate South America,Warm Temperate Southeastern Pacific,Araucanian,Temperate,RLS,POINT (-71.68 -33.37)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5481,Australia,South Australia,Eyre Peninsula,EYR54,Taylors South,3814,-34.89,136.01,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (136.01 -34.89)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5480,Australia,South Australia,Eyre Peninsula,EYR55,McLaren South,3817,-34.8,136.01,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (136.01 -34.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547f,Chile,"San Antonio, Chile",Chile,CHILE11,Pena Blanca,,-33.36,-71.69,Temperate South America,Warm Temperate Southeastern Pacific,Araucanian,Temperate,RLS,POINT (-71.69 -33.36)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547e,Australia,South Australia,Eyre Peninsula,EYR78,Donnington Rocks,3818,-34.72,136,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (136 -34.72)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547d,Australia,South Australia,Eyre Peninsula,EYR52,Memory Bommie,3813,-34.93,135.99,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (135.99 -34.93)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547c,Australia,South Australia,Eyre Peninsula,EYR56,Boston Island North,3819,-34.67,135.93,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (135.93 -34.67)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547b,Indonesia,Banda Archipelago,Banda Sea,BA12,Pulau Liek,,-5.78,132.63,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,RLS,POINT (132.63 -5.78)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-547a,Australia,South Australia,Eyre Peninsula,EYR67,Point Drummond,3801,-34.17,135.26,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (135.26 -34.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-5479,Australia,South Australia,Eyre Peninsula,EYR70,Waldegrave Island,3822,-33.59,134.76,Temperate Australasia,Southwest Australian Shelf,South Australian Gulfs,Temperate,ATRC,POINT (134.76 -33.59)
