FID,country,area,location,site_code,site_name,old_site_codes,latitude,longitude,realm,province,ecoregion,lat_zone,programs,geom
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4ddf,France,Languedoc-Roussillon,Banyuls,MED18,Cap Cerbere,,42.44,3.18,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.18 42.44)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dde,Ecuador,Manabi,Machalilla,ETP235,Salango Sur,,-1.59,-80.87,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-80.87 -1.59)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4ddd,Ecuador,Manabi,Machalilla,ETP202,Punta Ballena Isla de la Plata,,-1.28,-81.05,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.05 -1.28)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4ddc,Ecuador,Manabi,Machalilla,ETP189,Palo Santo Isla de la Plata,,-1.28,-81.05,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.05 -1.28)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4ddb,Ecuador,Manabi,Machalilla,ETP126,"Acuario, Isla de la Plata",,-1.27,-81.05,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.05 -1.27)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dda,Ecuador,Manabi,Machalilla,ETP163,Faro Isla de la Plata,,-1.26,-81.06,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.06 -1.26)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd9,Ecuador,Manabi,Machalilla,ETP137,"Bah��a Raya, Isla de la Plata",,-1.28,-81.07,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.07 -1.28)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd8,French Polynesia,Iles Tuamotu,Tuamotos,FP60,Toau Yellow Dog NE Outside,,-15.79,-146.14,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-146.14 -15.79)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd7,Indonesia,Banda Archipelago,Banda Sea,BA6,Pulau-Pulau Kai South,,-5.17,132.01,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,RLS,POINT (132.01 -5.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd6,Ecuador,Manabi,Machalilla,ETP215,Punta Machete Isla de la Plata,,-1.26,-81.07,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.07 -1.26)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd5,Ecuador,Manabi,Machalilla,ETP201,Punta Aeropuerto Isla de la Plata,,-1.28,-81.08,Tropical Eastern Pacific,Tropical East Pacific,Guayaquil,Tropical,RLS,POINT (-81.08 -1.28)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd4,Egypt,Red Sea Governate,Red Sea,RED1,Habili Ali,,23.42,35.99,Western Indo-Pacific,Red Sea and Gulf of Aden,Northern and Central Red Sea,Tropical,RLS,POINT (35.99 23.42)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd3,Egypt,Red Sea Governate,Red Sea,RED13,Gotta Marsa Alam,,25.07,34.94,Western Indo-Pacific,Red Sea and Gulf of Aden,Northern and Central Red Sea,Tropical,RLS,POINT (34.94 25.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd2,Falkland Islands (Malvinas),Falkland Islands,Falklands,FI3,Bottom Tussock I,,-51.67,-57.74,Temperate South America,Magellanic,Malvinas/Falklands,Temperate,RLS,POINT (-57.74 -51.67)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd1,Falkland Islands (Malvinas),Falkland Islands,Falklands,FI4,Surf Bay,,-51.69,-57.77,Temperate South America,Magellanic,Malvinas/Falklands,Temperate,RLS,POINT (-57.77 -51.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dd0,Indonesia,Banda Archipelago,Banda Sea,BA9,Pulau Krus West,,-5.58,132.66,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,RLS,POINT (132.66 -5.58)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dcf,France,Languedoc-Roussillon,Banyuls,MED20,Cap Canadells,,42.45,3.17,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.17 42.45)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dce,France,Languedoc-Roussillon,Banyuls,MED15,Les Aloes,,42.45,3.16,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.16 42.45)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dcd,France,Languedoc-Roussillon,Banyuls,MED16,Banyuls Point,,42.48,3.14,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.14 42.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dcc,France,Languedoc-Roussillon,Banyuls,MED11,Sant Catherine,,42.51,3.13,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.13 42.51)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dcb,France,Languedoc-Roussillon,Banyuls,MED10,Le Sphinx,,42.49,3.13,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.13 42.49)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dca,France,Languedoc-Roussillon,Banyuls,MED17,Cap d'Osne,,42.48,3.13,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.13 42.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc9,France,Languedoc-Roussillon,Banyuls,MED12,Bernardi,,42.51,3.12,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.12 42.51)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc8,France,Languedoc-Roussillon,Banyuls,MED22,Cap de Peyrefite,,42.46,3.17,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.17 42.46)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc7,France,Languedoc-Roussillon,Banyuls,MED13,Anse de Peyrefite,,42.46,3.16,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.16 42.46)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc6,France,Languedoc-Roussillon,Banyuls,MED14,Cap l'Abeille,,42.47,3.16,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.16 42.47)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc5,French Polynesia,Iles Tuamotu,Tuamotos,FP59,Toau Anse Amyot NE Outside,,-15.8,-146.15,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-146.15 -15.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc4,French Polynesia,Iles Tuamotu,Tuamotos,FP62,Apatiki Carenage Bommie,,-15.55,-146.24,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-146.24 -15.55)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc3,French Polynesia,Iles Tuamotu,Tuamotos,FP61,Apatiki SE Inside,,-15.56,-146.24,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-146.24 -15.56)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc2,France,Languedoc-Roussillon,Banyuls,MED21,Cap du Troc,,42.48,3.15,Temperate Northern Atlantic,Mediterranean Sea,Western Mediterranean,Temperate,RLS,POINT (3.15 42.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc1,French Polynesia,Iles Tuamotu,Tuamotos,FP26,Motu Tekava Sth,,-23.17,-134.86,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.86 -23.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dc0,French Polynesia,Iles Tuamotu,Tuamotos,FP27,Motu Tekava Inside,,-23.17,-134.86,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.86 -23.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dbf,French Polynesia,Iles Tuamotu,Tuamotos,FP24,Motu Tekava,,-23.16,-134.86,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.86 -23.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dbe,French Polynesia,Iles Tuamotu,Tuamotos,FP25,Motu Tekava Nth,,-23.16,-134.86,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.86 -23.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dbd,French Polynesia,Iles Tuamotu,Tuamotos,FP23,Airport Outside Sth,,-23.1,-134.86,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.86 -23.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dbc,French Polynesia,Iles Tuamotu,Tuamotos,FP67,Fishtrap,,-23.1,-134.87,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.87 -23.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dbb,French Polynesia,Iles Tuamotu,Tuamotos,FP70,Fishtrap Inside,,-23.1,-134.87,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.87 -23.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dba,French Polynesia,Iles Tuamotu,Tuamotos,FP68,Airport Outside,,-23.1,-134.87,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.87 -23.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db9,French Polynesia,Iles Tuamotu,Tuamotos,FP66,Airport  Inside,,-23.1,-134.87,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.87 -23.1)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db8,French Polynesia,Iles Tuamotu,Tuamotos,FP65,Ile Aukena Bay,,-23.13,-134.9,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.9 -23.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db7,French Polynesia,Iles Tuamotu,Tuamotos,FP64,Ile Aukena,,-23.13,-134.91,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.91 -23.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db6,French Polynesia,Iles Tuamotu,Tuamotos,FP63,"Pta Matu Kuiti, Ile Aukena",,-23.14,-134.92,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-134.92 -23.14)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db5,French Polynesia,Iles Tuamotu,Tuamotos,FP30,Ilot Motu-o-ari,,-23.16,-135.02,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-135.02 -23.16)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db4,French Polynesia,Iles Tuamotu,Tuamotos,FP29,Ile Taravai East,,-23.13,-135.02,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-135.02 -23.13)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db3,French Polynesia,Iles Tuamotu,Tuamotos,FP69,Islots Tekoreu,,-23.17,-135.05,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-135.05 -23.17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db2,French Polynesia,Iles Tuamotu,Tuamotos,FP28,Ile Taravai West,,-23.15,-135.06,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-135.06 -23.15)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db1,French Polynesia,Iles Tuamotu,Tuamotos,FP31,Hoa Inside Beacons,,-18.09,-141,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-141 -18.09)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4db0,French Polynesia,Iles Tuamotu,Tuamotos,FP32,Hoa Outside,,-18.07,-141,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-141 -18.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4daf,French Polynesia,Iles Tuamotu,Tuamotos,FP33,Hoa Inside,,-18.08,-141.01,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-141.01 -18.08)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dae,French Polynesia,Iles Tuamotu,Tuamotos,FP36,Makemo Outside NE 2,,-16.62,-143.56,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.56 -16.62)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dad,French Polynesia,Iles Tuamotu,Tuamotos,FP35,Makemo Outside NE,,-16.62,-143.56,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.56 -16.62)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dac,French Polynesia,Iles Tuamotu,Tuamotos,FP34,Makemo Outside NE2,,-16.62,-143.56,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.56 -16.62)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4dab,French Polynesia,Iles Tuamotu,Tuamotos,FP37,Makemo Inside Bommie,,-16.63,-143.57,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.57 -16.63)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4daa,French Polynesia,Iles Tuamotu,Tuamotos,FP38,Makemo NW anchorage,,-16.45,-143.96,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.96 -16.45)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da9,French Polynesia,Iles Tuamotu,Tuamotos,FP39,Makemo Outside NW Pass,,-16.44,-143.96,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-143.96 -16.44)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da8,French Polynesia,Iles Tuamotu,Tuamotos,FP41,Tahanea Outside NE2,,-16.86,-144.66,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.66 -16.86)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da7,French Polynesia,Iles Tuamotu,Tuamotos,FP40,Tahanea Outside NE,,-16.86,-144.66,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.66 -16.86)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da6,French Polynesia,Iles Tuamotu,Tuamotos,FP42,Tahanea D'Otao Pass,,-16.85,-144.69,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.69 -16.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da5,French Polynesia,Iles Tuamotu,Tuamotos,FP43,Tahanea Passe Manino Outside,,-16.85,-144.69,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.69 -16.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da4,French Polynesia,Iles Tuamotu,Tuamotos,FP45,Tahanea Motupuapua,,-16.84,-144.69,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.69 -16.84)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da3,French Polynesia,Iles Tuamotu,Tuamotos,FP44,Tahanea Inside NE,,-16.85,-144.9,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-144.9 -16.85)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da2,French Polynesia,Iles Tuamotu,Tuamotos,FP48,Faaite Passe Teporioha Sth,,-16.7,-145.36,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.36 -16.7)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da1,French Polynesia,Iles Tuamotu,Tuamotos,FP50,Fakarava Sth Outside,,-16.52,-145.46,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.46 -16.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4da0,French Polynesia,Iles Tuamotu,Tuamotos,FP49,Fakarava Sth Cardinal,,-16.51,-145.46,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.46 -16.51)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9f,French Polynesia,Iles Tuamotu,Tuamotos,FP51,Passe Tumakohua,,-16.52,-145.46,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.46 -16.52)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9e,French Polynesia,Iles Tuamotu,Tuamotos,FP52,Fakarava Nth Anchorage,,-16.08,-145.69,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.69 -16.08)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9d,French Polynesia,Iles Tuamotu,Tuamotos,FP53,Fakarava Nth Inside,,-16.08,-145.7,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.7 -16.08)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9c,Indonesia,Banda Archipelago,Banda Sea,BA11,Karang Mitlilir,,-5.67,132.58,Central Indo-Pacific,Western Coral Triangle,Banda Sea,Tropical,RLS,POINT (132.58 -5.67)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9b,French Polynesia,Iles Tuamotu,Tuamotos,FP22,Tikehau Bommie,,-15.01,-148.27,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-148.27 -15.01)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d9a,French Polynesia,Iles Tubuai,Austral Islands,PAC7,Iles de Maria N,,-21.79,-154.7,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.7 -21.79)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d99,French Polynesia,Iles Tubuai,Austral Islands,PAC4,Iles de Maria Channel Entrance,,-21.8,-154.71,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.71 -21.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d98,French Polynesia,Iles Tubuai,Austral Islands,PAC8,Iles de Maria Channel Entrance S,,-21.8,-154.72,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.72 -21.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d97,French Polynesia,Iles Tubuai,Austral Islands,PAC5,Iles de Maria North of W Pt,,-21.8,-154.72,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.72 -21.8)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d96,French Polynesia,Iles Tubuai,Austral Islands,PAC3,Iles de Maria West Pt,,-21.81,-154.73,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.73 -21.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d95,French Polynesia,Iles Tubuai,Austral Islands,PAC6,Iles de Maria West of W Pt,,-21.81,-154.73,Eastern Indo-Pacific,Southeast Polynesia,Southern Cook/Austral Islands,Tropical,RLS,POINT (-154.73 -21.81)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d94,French Polynesia,Marquesas Islands,Marquesas,MI1,Tahuata Nth,,-9.89,-139.08,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-139.08 -9.89)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d93,French Polynesia,Marquesas Islands,Marquesas,MI2,Hanemoenoa Bay,,-9.91,-139.1,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-139.1 -9.91)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d92,French Polynesia,Marquesas Islands,Marquesas,MI3,Baie Hakeaotu,,-9.4,-140.13,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-140.13 -9.4)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d91,French Polynesia,Marquesas Islands,Marquesas,MI5,Motumoutu,,-9.41,-140.13,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-140.13 -9.41)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d90,French Polynesia,Marquesas Islands,Marquesas,MI4,Pan de Sucre,,-9.4,-140.13,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-140.13 -9.4)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8f,French Polynesia,Marquesas Islands,Marquesas,MI6,Anse Hakatea,,-8.95,-140.16,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-140.16 -8.95)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8e,French Polynesia,Marquesas Islands,Marquesas,MI7,Baie Haahopu,,-8.83,-140.25,Eastern Indo-Pacific,Marquesas,Marquesas,Tropical,RLS,POINT (-140.25 -8.83)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8d,French Polynesia,Society Islands,Society Islands,FP20,Fakarava Bommie,,-16.08,-145.69,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.69 -16.08)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8c,French Polynesia,Society Islands,Society Islands,FP21,Fakarava Outside Shallow,,-16.07,-145.7,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.7 -16.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8b,French Polynesia,Society Islands,Society Islands,FP19,Fakarava Outside,,-16.07,-145.7,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.7 -16.07)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d8a,French Polynesia,Society Islands,Society Islands,FP17,Toau Outside,,-15.93,-145.88,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.88 -15.93)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d89,French Polynesia,Society Islands,Society Islands,FP18,Toau Bommie2,,-15.94,-145.89,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.89 -15.94)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d88,French Polynesia,Society Islands,Society Islands,FP16,Toau Bommie,,-15.94,-145.91,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus,Tropical,RLS,POINT (-145.91 -15.94)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d87,French Polynesia,Society Islands,Society Islands,FP1,Papeete Dock,,-17.54,-149.58,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.58 -17.54)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d86,French Polynesia,Society Islands,Society Islands,FP5,Tetiaroa,,-17,-149.59,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.59 -17)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d85,French Polynesia,Society Islands,Society Islands,PAC1,Moorea Baie de Cook Channel Entrance,,-17.48,-149.82,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.82 -17.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d84,French Polynesia,Society Islands,Society Islands,FP2,Moorea Channel,,-17.48,-149.82,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.82 -17.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d83,French Polynesia,Society Islands,Society Islands,PAC2,Moorea Mooring Bommie,,-17.49,-149.85,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.85 -17.49)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d82,French Polynesia,Society Islands,Society Islands,FP3,Passe Tareu Moorea,,-17.48,-149.89,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.89 -17.48)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d81,French Polynesia,Society Islands,Society Islands,FP4,"Tiki, Moorea",,-17.49,-149.92,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-149.92 -17.49)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d80,French Polynesia,Society Islands,Society Islands,FP6,Huahine Pass,,-16.73,-150.97,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-150.97 -16.73)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d7f,French Polynesia,Society Islands,Society Islands,FP7,Fa'a Miti Huahine,,-16.69,-151.04,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-151.04 -16.69)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d7e,French Polynesia,Society Islands,Society Islands,FP8,Passe Avapehi,,-16.73,-151.05,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-151.05 -16.73)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d7d,French Polynesia,Society Islands,Society Islands,FP14,Teavapiti Pass,,-16.74,-151.42,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-151.42 -16.74)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d7c,French Polynesia,Society Islands,Society Islands,FP9,Tombant des Napoleons,,-16.74,-151.42,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-151.42 -16.74)
ep_site_list_public_data.fid-6e7a6257_1829d5a3a61_-4d7b,French Polynesia,Society Islands,Society Islands,FP11,Taoru Motu,,-16.75,-151.42,Eastern Indo-Pacific,Southeast Polynesia,Society Islands,Tropical,RLS,POINT (-151.42 -16.75)
