Date,Reef,Lat,Long
24-Feb-09,Farquhar_Seychelles,51.0972794,-10.2540954
24-Feb-09,Farquhar_Seychelles,51.1073235,-10.2250235
24-Feb-09,Farquhar_Seychelles,51.1413353,-10.1825559
25-Feb-09,Farquhar_Seychelles,51.0732851,-10.2301701
25-Feb-09,Farquhar_Seychelles,51.0508477,-10.2134241
26-Feb-09,Farquhar_Seychelles,51.1442945,-10.1242178
26-Feb-09,Farquhar_Seychelles,51.1536578,-10.1584559
26-Feb-09,Farquhar_Seychelles,51.1609628,-10.1257295
27-Feb-09,Farquhar_Seychelles,51.1162883,-10.1699578
13-Mar-15,Assumption,-9.73358,46.53286
13-Mar-15,Assumption,-9.73358,46.53286
13-Mar-15,Assumption,-9.75804,46.48949
13-Mar-15,Assumption,-9.75804,46.48949
13-Mar-15,Assumption,-9.70974,46.53444
13-Mar-15,Assumption,-9.70974,46.53444
14-Mar-15,Assumption,-9.69326,46.52600
14-Mar-15,Assumption,-9.69326,46.52600
14-Mar-15,Assumption,-9.70450,46.51059
14-Mar-15,Assumption,-9.70450,46.51059
14-Mar-15,Assumption,-9.73301,46.49564
14-Mar-15,Assumption,-9.73301,46.49564
15-Mar-15,Cosmoledo,-9.65893,47.56776
15-Mar-15,Cosmoledo,-9.65893,47.56776
15-Mar-15,Cosmoledo,-9.68979,47.55089
15-Mar-15,Cosmoledo,-9.68979,47.55089
15-Mar-15,Cosmoledo,-9.70052,47.52287
15-Mar-15,Cosmoledo,-9.70052,47.52287
16-Mar-15,Cosmoledo,-9.77359,47.56754
16-Mar-15,Cosmoledo,-9.77359,47.56754
16-Mar-15,Cosmoledo,-9.74668,47.53112
16-Mar-15,Cosmoledo,-9.74668,47.53112
16-Mar-15,Cosmoledo,-9.73390,47.50298
16-Mar-15,Cosmoledo,-9.73390,47.50298
17-Mar-15,Cosmoledo,-9.69972,47.65162
17-Mar-15,Cosmoledo,-9.69972,47.65162
17-Mar-15,Cosmoledo,-9.67984,47.62634
17-Mar-15,Cosmoledo,-9.67984,47.62634
17-Mar-15,Cosmoledo,-9.66440,47.59676
17-Mar-15,Cosmoledo,-9.66440,47.59676
18-Mar-15,Cosmoledo,-9.77803,47.58504
18-Mar-15,Cosmoledo,-9.77803,47.58504
18-Mar-15,Cosmoledo,-9.67034,47.60950
18-Mar-15,Cosmoledo,-9.67034,47.60950
18-Mar-15,Cosmoledo,-9.69872,47.53884
18-Mar-15,Cosmoledo,-9.69872,47.53884
19-Mar-15,Astove,-10.07967,47.76941
19-Mar-15,Astove,-10.07967,47.76941
19-Mar-15,Astove,-10.04942,47.74343
19-Mar-15,Astove,-10.04942,47.74343
19-Mar-15,Astove,-10.08776,47.71737
19-Mar-15,Astove,-10.08776,47.71737
19-Mar-15,Astove,-10.06523,47.73561
19-Mar-15,Astove,-10.06523,47.73561
20-Mar-15,Astove,-10.11513,47.93837
20-Mar-15,Astove,-10.11513,47.93837
20-Mar-15,Astove,-10.10820,47.76240
20-Mar-15,Astove,-10.10820,47.76240
20-Mar-15,Astove,-10.06567,47.76029
20-Mar-15,Astove,-10.06567,47.76029
21-Mar-15,Aldabra,-9.43466,46.20617
21-Mar-15,Aldabra,-9.43466,46.20617
22-Mar-15,Aldabra,-9.37008,46.44956
22-Mar-15,Aldabra,-9.37008,46.44956
22-Mar-15,Aldabra,-9.36306,46.39054
22-Mar-15,Aldabra,-9.36306,46.39054
22-Mar-15,Aldabra,-9.36603,46.33141
22-Mar-15,Aldabra,-9.36603,46.33141
23-Mar-15,Aldabra,-9.49621,46.26835
23-Mar-15,Aldabra,-9.49621,46.26835
23-Mar-15,Aldabra,-9.48624,46.22887
23-Mar-15,Aldabra,-9.48624,46.22887
23-Mar-15,Aldabra,-9.46268,46.21811
23-Mar-15,Aldabra,-9.46268,46.21811
24-Mar-15,Aldabra,-9.36693,46.28516
24-Mar-15,Aldabra,-9.36693,46.28516
24-Mar-15,Aldabra,-9.36762,46.24856
24-Mar-15,Aldabra,-9.36762,46.24856
24-Mar-15,Aldabra,-9.36941,46.22280
24-Mar-15,Aldabra,-9.36941,46.22280
25-Mar-15,Aldabra,-9.45725,46.38795
25-Mar-15,Aldabra,-9.45725,46.38795
25-Mar-15,Aldabra,-9.45176,46.42526
25-Mar-15,Aldabra,-9.45176,46.42526
25-Mar-15,Aldabra,-9.48766,46.30840
25-Mar-15,Aldabra,-9.48766,46.30840
17-Aug-05,Palmyra,5.86643,-162.10930
17-Aug-05,Palmyra,5.86713,-162.09953
17-Aug-05,Palmyra,5.86867,-162.09123
17-Aug-05,Palmyra,5.86643,-162.10930
18-Aug-05,Palmyra,5.86927,-162.07565
18-Aug-05,Palmyra,5.86927,-162.07565
18-Aug-05,Palmyra,5.86542,-162.03963
18-Aug-05,Palmyra,5.86542,-162.03963
18-Aug-05,Palmyra,5.86683,-162.12797
18-Aug-05,Palmyra,5.86737,-162.06450
18-Aug-05,Palmyra,5.86355,-162.03005
18-Aug-05,Palmyra,5.87668,-162.12820
19-Aug-05,Palmyra,5.89890,-162.07175
19-Aug-05,Palmyra,5.89760,-162.09275
19-Aug-05,Palmyra,5.89575,-162.08147
19-Aug-05,Palmyra,5.89684,-162.10032
19-Aug-05,Palmyra,5.89575,-162.08147
19-Aug-05,Palmyra,5.89684,-162.10032
20-Aug-05,Palmyra,5.88930,-162.04665
20-Aug-05,Palmyra,5.88448,-162.03835
20-Aug-05,Palmyra,5.89783,-162.06282
20-Aug-05,Palmyra,5.89432,-162.05437
20-Aug-05,Palmyra,5.87072,-162.12747
20-Aug-05,Palmyra,5.88930,-162.04665
20-Aug-05,Palmyra,5.89783,-162.06282
21-Aug-05,Palmyra,5.89602,-162.11953
21-Aug-05,Palmyra,5.89675,-162.12845
21-Aug-05,Palmyra,5.86693,-162.11823
21-Aug-05,Palmyra,5.89667,-162.11008
21-Aug-05,Palmyra,5.87015,-162.08418
21-Aug-05,Palmyra,5.89602,-162.11953
21-Aug-05,Palmyra,5.86693,-162.11823
22-Aug-05,Palmyra,5.86630,-162.05805
22-Aug-05,Palmyra,5.86630,-162.05805
22-Aug-05,Palmyra,5.86620,-162.04917
22-Aug-05,Palmyra,5.86510,-162.01167
22-Aug-05,Palmyra,5.86510,-162.01167
23-Aug-05,Palmyra,5.89675,-162.12845
