db,country,location,site,latitude,longitude
uq_photoquadrat,Bahamas,NA,uq_24003,26.5500365,-78.51549257
uq_photoquadrat,Bahamas,NA,uq_24004,26.5924862,-78.3910121
uq_photoquadrat,Bahamas,NA,uq_24005,27.2967226,-78.39162061
uq_photoquadrat,Bahamas,NA,uq_24006,27.2212788,-78.19615623
uq_photoquadrat,Bahamas,NA,uq_24007,26.3743579,-76.97464288
uq_photoquadrat,Bahamas,NA,uq_24008,26.3031012,-76.99385252
uq_photoquadrat,Bahamas,NA,uq_24009,25.7794892,-77.83185709
uq_photoquadrat,Bahamas,NA,uq_24010,25.6332142,-77.73354997
uq_photoquadrat,Bahamas,NA,uq_24011,25.1197261,-77.17291091
uq_photoquadrat,Bahamas,NA,uq_24012,25.0971391,-77.40622168
uq_photoquadrat,Bahamas,NA,uq_24013,25.050068,-77.52685519
uq_photoquadrat,Bahamas,NA,uq_24014,24.7823295,-77.80795612
uq_photoquadrat,Bahamas,NA,uq_24015,24.6986869,-77.73873575
uq_photoquadrat,Bahamas,NA,uq_24016,24.6298285,-76.78834341
uq_photoquadrat,Bahamas,NA,uq_24017,24.4931458,-76.73732943
uq_photoquadrat,Bahamas,NA,uq_24018,24.4334934,-76.69332429
uq_photoquadrat,Bahamas,NA,uq_24019,23.7499683,-76.05844565
uq_photoquadrat,Bahamas,NA,uq_24020,23.611826400000002,-75.87886849
uq_photoquadrat,Bahamas,NA,uq_24021,23.542977,-75.77055165
uq_photoquadrat,Bahamas,NA,uq_24022,23.794594,-75.10013321
uq_photoquadrat,Bahamas,NA,uq_24023,23.9105604,-75.12285361
uq_photoquadrat,Bahamas,NA,uq_24024,23.8593903,-75.13069061
uq_photoquadrat,Bahamas,NA,uq_24025,23.9836837,-74.45513449
uq_photoquadrat,Bahamas,NA,uq_24026,23.9450391,-74.52270799
uq_photoquadrat,Bahamas,NA,uq_24027,24.028326,-74.53352176
uq_photoquadrat,Bahamas,NA,uq_24028,22.3167461,-73.0360776
uq_photoquadrat,Bahamas,NA,uq_24029,22.3013416,-72.81702155
uq_photoquadrat,Bahamas,NA,uq_24030,22.2963723,-72.72989864
uq_photoquadrat,Belize,NA,uq_20001,17.3437548,-88.03310755
uq_photoquadrat,Belize,NA,uq_20002,17.2461566,-88.04466444
uq_photoquadrat,Belize,NA,uq_20003,16.7700862,-87.76081985
uq_photoquadrat,Belize,NA,uq_20004,16.7525202,-87.78337852
uq_photoquadrat,Belize,NA,uq_20005,16.7254715,-87.83292763
uq_photoquadrat,Belize,NA,uq_20006,16.801323,-87.857638
uq_photoquadrat,Belize,NA,uq_20007,16.838524,-87.843677
uq_photoquadrat,Belize,NA,uq_20008,16.914502,-87.799449
uq_photoquadrat,Belize,NA,uq_20009,16.173794,-88.228923
uq_photoquadrat,Belize,NA,uq_20010,16.258314,-88.168163
uq_photoquadrat,Belize,NA,uq_20011,16.8005462,-88.07814636
uq_photoquadrat,Belize,NA,uq_20012,16.8939798,-88.05847962
uq_photoquadrat,Belize,NA,uq_20013,16.9356467,-88.0436813
uq_photoquadrat,Belize,NA,uq_20014,17.6005519,-87.74429142
uq_photoquadrat,Belize,NA,uq_20015,17.5159147,-87.7471234
uq_photoquadrat,Belize,NA,uq_20016,17.5477065,-87.82384945
uq_photoquadrat,Belize,NA,uq_20017,17.243127,-87.525385
uq_photoquadrat,Belize,NA,uq_20018,17.203448,-87.542686
uq_photoquadrat,Belize,NA,uq_20019,17.226144,-87.590768
uq_photoquadrat,Belize,NA,uq_20020,17.8577893,-87.97315305
uq_photoquadrat,Belize,NA,uq_20021,17.7720091,-87.99336809
uq_photoquadrat,Belize,NA,uq_20022,17.7039988,-88.00646957
uq_photoquadrat,Belize,NA,uq_20023,17.4595564,-88.03401455
uq_photoquadrat,Belize,NA,uq_20047,16.915792,-87.799188
uq_photoquadrat,Bermuda,NA,uq_21001,32.279755,-65.00243186
uq_photoquadrat,Bermuda,NA,uq_21002,32.2531593,-64.95465732
uq_photoquadrat,Bermuda,NA,uq_21003,32.2271887,-64.87387523
uq_photoquadrat,Bermuda,NA,uq_21004,32.2410488,-64.83223164
uq_photoquadrat,Bermuda,NA,uq_21005,32.3337271,-64.96009064
uq_photoquadrat,Bermuda,NA,uq_21006,32.3679352,-64.92071497
uq_photoquadrat,Bermuda,NA,uq_21007,32.4235485,-64.87422749
uq_photoquadrat,Bermuda,NA,uq_21008,32.4778331,-64.77800536
uq_photoquadrat,Bermuda,NA,uq_21009,32.4813807,-64.67806946
uq_photoquadrat,Bermuda,NA,uq_21010,32.4570824,-64.65125936
uq_photoquadrat,Bermuda,NA,uq_21011,32.3942524,-64.62909848
uq_photoquadrat,Bermuda,NA,uq_21012,32.3453959,-64.64834831
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17005,12.1091824,-68.20669494
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17032,12.3045709,-68.39997458
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17034,12.148611,-68.327181
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17037,12.2006625,-68.30996132
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17038,12.219627,-68.373566
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17039,12.2187023,-68.35215859
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17040,12.03882,-68.26594667
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17041,12.0618583,-68.28348333
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17042,12.092759,-68.285578
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17043,12.1363983,-68.27824333
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17044,12.1350017,-68.28012833
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17045,12.1465967,-68.300045
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_17046,12.219876,-68.391572
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_25015,17.4705483,-62.991795
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_25016,17.472325,-62.98772
uq_photoquadrat,"Bonaire, Sint Eustatius and Saba",NA,uq_25017,17.5262033,-62.99558
darling_etal_2019,Chile,NA,Easter.RN1_10m,-27.14519,-109.43725
darling_etal_2019,Chile,NA,Easter.RN1_20m,-27.14519,-109.43725
darling_etal_2019,Chile,NA,Easter.RN10_20m,-27.15824,-109.44333
darling_etal_2019,Chile,NA,Easter.RN10_21m,-27.15824,-109.44333
darling_etal_2019,Chile,NA,Easter.RN2_10m,-27.10986,-109.42381
darling_etal_2019,Chile,NA,Easter.RN2_20m,-27.10986,-109.42381
darling_etal_2019,Chile,NA,Easter.RN3_10m,-27.084,-109.245
darling_etal_2019,Chile,NA,Easter.RN3_20m,-27.084,-109.245
darling_etal_2019,Chile,NA,Easter.RN4_10m,-27.06688,-109.32056
darling_etal_2019,Chile,NA,Easter.RN4_20m,-27.06688,-109.32056
darling_etal_2019,Chile,NA,Easter.RN5_10m,-27.06095,-109.39312
darling_etal_2019,Chile,NA,Easter.RN5_20m,-27.06095,-109.39312
darling_etal_2019,Chile,NA,Easter.RN6_10m,-27.20232,-109.45169
darling_etal_2019,Chile,NA,Easter.RN6_20m,-27.20232,-109.45169
darling_etal_2019,Chile,NA,Easter.RN7_10m,-27.20015,-109.45435
darling_etal_2019,Chile,NA,Easter.RN7_20m,-27.20015,-109.45435
darling_etal_2019,Chile,NA,Easter.RN8_10m,-27.15059,-109.33026
darling_etal_2019,Chile,NA,Easter.RN8_20m,-27.15059,-109.33026
darling_etal_2019,Chile,NA,Easter.RN9_10m,-27.171,-109.372
darling_etal_2019,Chile,NA,Easter.RN9_20m,-27.171,-109.372
darling_etal_2019,Chile,NA,Salas Y Gomez.SG1_10m,-26.46952795,-105.3642095
darling_etal_2019,Chile,NA,Salas Y Gomez.SG1_20m,-26.46952795,-105.3642095
darling_etal_2019,Chile,NA,Salas Y Gomez.SG2_10m,-26.4761448,-105.3629128
darling_etal_2019,Chile,NA,Salas Y Gomez.SG2_20m,-26.4761448,-105.3629128
darling_etal_2019,Chile,NA,Salas Y Gomez.SG3_10m,-26.47143465,-105.367538
darling_etal_2019,Chile,NA,Salas Y Gomez.SG3_20m,-26.47143465,-105.367538
darling_etal_2019,Chile,NA,Salas Y Gomez.SG4_10m,-26.47118953,-105.3588872
darling_etal_2019,Chile,NA,Salas Y Gomez.SG4_20m,-26.47118953,-105.3588872
darling_etal_2019,Chile,NA,Salas Y Gomez.SG5_10m,-26.46965,-105.36252
darling_etal_2019,Chile,NA,Salas Y Gomez.SG5_20m,-26.46965,-105.36252
darling_etal_2019,Chile,NA,Salas Y Gomez.SG6_10m,-26.4730126,-105.3667728
darling_etal_2019,Chile,NA,Salas Y Gomez.SG6_20m,-26.4730126,-105.3667728
darling_etal_2019,Chile,NA,Salas Y Gomez.SG7_10m,-26.47539,-105.36028
darling_etal_2019,Chile,NA,Salas Y Gomez.SG7_20m,-26.47539,-105.36028
darling_etal_2019,Chile,NA,Salas Y Gomez.SG8_10m,-26.46935488,-105.3666506
darling_etal_2019,Chile,NA,Salas Y Gomez.SG8_20m,-26.46935488,-105.3666506
darling_etal_2019,Chile,NA,Salas Y Gomez.SR1_10m,-26.45716,-105.35033
darling_etal_2019,Chile,NA,Salas Y Gomez.SR1_20m,-26.45716,-105.35033
darling_etal_2019,Chile,NA,Salas Y Gomez.SR2_10m,-26.45715,-105.3503
darling_etal_2019,Chile,NA,Salas Y Gomez.SR2_20m,-26.45715,-105.3503
romero_torres_etal_2020,Colombia,NA,Chola_reef,5.992011,-77.344737
romero_torres_etal_2020,Colombia,NA,La_Azufrada,2.953784,-78.17612
romero_torres_etal_2020,Colombia,NA,Malpelo_Island,4.003333,-81.60722
darling_etal_2019,Cook Islands,NA,rarotonga,-21.45,-159.85
romero_torres_etal_2020,Costa_Rica,NA,Bahia_Potrero,10.456407,-85.855406
romero_torres_etal_2020,Costa_Rica,NA,Cabo_Blanco,9.545094,-85.107427
romero_torres_etal_2020,Costa_Rica,NA,Cabo_Velas,10.357665,-85.875568
romero_torres_etal_2020,Costa_Rica,NA,Cocos_Island,5.529243,-87.06205
romero_torres_etal_2020,Costa_Rica,NA,Coyote,9.793133,-85.286032
romero_torres_etal_2020,Costa_Rica,NA,Garza,9.904555,-85.651137
romero_torres_etal_2020,Costa_Rica,NA,Golfo_de_Papagayo,10.591622,-85.66936
romero_torres_etal_2020,Costa_Rica,NA,Golfo_de_Santa_Elena,10.967237,-85.722332
romero_torres_etal_2020,Costa_Rica,NA,Islas_Murcielago,10.844355,-85.905033
romero_torres_etal_2020,Costa_Rica,NA,Islas_Tortuga,9.78071,-84.893112
romero_torres_etal_2020,Costa_Rica,NA,Marbella,10.127366,-85.798169
romero_torres_etal_2020,Costa_Rica,NA,Matapalo,10.544322,-85.777829
romero_torres_etal_2020,Costa_Rica,NA,Matapalo,10.542462,-85.76947
romero_torres_etal_2020,Costa_Rica,NA,Punta_Gorda,10.544322,-85.777829
romero_torres_etal_2020,Costa_Rica,NA,Samara-Carrillo,9.861368,-85.502902
romero_torres_etal_2020,Costa_Rica,NA,San_Juanillo,10.031133,-85.744388
romero_torres_etal_2020,Costa_Rica,NA,Villareal,10.240422,-85.8518
uq_photoquadrat,Curacao,NA,uq_17001,12.0416853,-68.73803484
uq_photoquadrat,Curacao,NA,uq_17002,12.132922,-68.985263
uq_photoquadrat,Curacao,NA,uq_17004,12.189635000000001,-69.054933
uq_photoquadrat,Curacao,NA,uq_17007,12.086648,-68.90100159
uq_photoquadrat,Curacao,NA,uq_17013,12.134983,-68.987187
uq_photoquadrat,Curacao,NA,uq_17014,12.162817,-69.008408
uq_photoquadrat,Curacao,NA,uq_17015,12.143941,-69.000531
uq_photoquadrat,Curacao,NA,uq_17017,12.319595,-69.152052
uq_photoquadrat,Curacao,NA,uq_17018,12.384824,-69.160547
uq_photoquadrat,Curacao,NA,uq_17019,12.247971,-69.109055
uq_photoquadrat,Curacao,NA,uq_17021,12.0426743,-68.76167055
uq_photoquadrat,Curacao,NA,uq_17022,12.0413162,-68.78187228
uq_photoquadrat,Curacao,NA,uq_17023,12.172888499999999,-68.84770107
uq_photoquadrat,Curacao,NA,uq_17024,12.0471393,-68.73773888
uq_photoquadrat,Curacao,NA,uq_17025,12.0003838,-68.64258885
uq_photoquadrat,Curacao,NA,uq_17026,11.978349,-68.641022
romero_torres_etal_2020,Ecuador,NA,Darwin_Island,1.655556,-92.00833
romero_torres_etal_2020,Ecuador,NA,La_Espanola,-1.352008,-89.653074
darling_etal_2019,Fiji,NA,Bua_BUA03A,-16.889472,178.479504
darling_etal_2019,Fiji,NA,Bua_BUA04,-16.896101,178.47759
darling_etal_2019,Fiji,NA,Bua_BUA05,-16.946311,178.450133
darling_etal_2019,Fiji,NA,Bua_BUA06A,-16.954782,178.476185
darling_etal_2019,Fiji,NA,Bua_BUA07A,-16.83297,178.557182
darling_etal_2019,Fiji,NA,Bua_BUA08A,-16.8494,178.543537
darling_etal_2019,Fiji,NA,Bua_BUA12A,-16.677986,178.483719
darling_etal_2019,Fiji,NA,Bua_BUA19,-16.826757,178.569836
darling_etal_2019,Fiji,NA,Bua_BUA20A,-16.856581,178.555602
darling_etal_2019,Fiji,NA,Bua_BUA24A,-16.838822,178.523042
darling_etal_2019,Fiji,NA,Bua_BUA25,-16.84262,178.539783
darling_etal_2019,Fiji,NA,Bua_BUA25A,-16.688053,178.476461
darling_etal_2019,Fiji,NA,Bua_Bua29,-16.71312,178.502376
darling_etal_2019,Fiji,NA,Bua_BUA31A,-16.767019,178.420775
darling_etal_2019,Fiji,NA,Dama_DAM01A,-16.852215,178.510498
darling_etal_2019,Fiji,NA,Dama_DAM02A,-16.858351,178.528919
darling_etal_2019,Fiji,NA,Dama_DAM05,-16.886121,178.553044
darling_etal_2019,Fiji,NA,Dama_DAM06A,-16.9179,178.511939
darling_etal_2019,Fiji,NA,Dama_DAM07,-16.909849,178.594869
darling_etal_2019,Fiji,NA,Dama_DAM08A,-16.8902,178.60393
darling_etal_2019,Fiji,NA,Dama_DAM10A,-16.92092,178.604294
darling_etal_2019,Fiji,NA,Dama_DAM13A,-16.952751,178.487678
darling_etal_2019,Fiji,NA,Dama_DAM14,-16.933671,178.56121
darling_etal_2019,Fiji,NA,Dama_DAM15A,-16.933946,178.62169
darling_etal_2019,Fiji,NA,Dama_DAM16A,-16.91069,178.604418
darling_etal_2019,Fiji,NA,Dama_DAM17A,-16.870412,178.566264
darling_etal_2019,Fiji,NA,Dama_DAM18,-16.943229,178.487088
darling_etal_2019,Fiji,NA,Dama_DAM19,-16.935588,178.507157
darling_etal_2019,Fiji,NA,Dama_DAM20,-16.888132,178.619
darling_etal_2019,Fiji,NA,Dama_DAM22,-16.938472,178.569678
darling_etal_2019,Fiji,NA,Dama_DAM24,-16.902319,178.568761
darling_etal_2019,Fiji,NA,Kubulau_C13,-17.047567,178.976083
darling_etal_2019,Fiji,NA,Kubulau_KB04,-17.10343,179.131839
darling_etal_2019,Fiji,NA,Kubulau_KB05,-17.107775,179.137813
darling_etal_2019,Fiji,NA,Kubulau_KB06,-17.070846,179.034359
darling_etal_2019,Fiji,NA,Kubulau_KB07,-17.082794,179.041148
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_BUA17A,-16.775919,178.407411
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN01,-16.519228,178.6986
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN02A,-16.483683,178.776548
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN05A,-16.572249,178.684113
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN06A,-16.571406,178.695908
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN07A,-16.588698,178.692922
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN08A,-16.584868,178.695599
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN11A,-16.602339,178.618038
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN13A,-16.637449,178.496722
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN14,-16.619766,178.538709
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN15,-16.505782,178.679571
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN17A,-16.544447,178.624206
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN20A,-16.544822,178.662773
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN21A,-16.510794,178.750171
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN24A,-16.497988,178.766056
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN27,-16.655603,178.504697
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN29A,-16.617495,178.510654
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN30,-16.634864,178.50536
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN31A,-16.672689,178.49641
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN33A,-16.481716,178.749017
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN34A,-16.524794,178.738048
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN35A,-16.5302,178.726918
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN36,-16.521164,178.66492
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN37A,-16.514113,178.649745
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN38,-16.591495,178.528198
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN49A,-16.626171,178.610994
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN53A,-16.5446,178.607849
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN55A,-16.585149,178.547607
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN68,-16.578535,178.634581
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN69,-16.568415,178.609725
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN70,-16.538965,178.642406
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN71,-16.615225,178.660499
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKN72,-16.554424,178.643376
darling_etal_2019,Fiji,NA,Lekutu / Navakasiga_LKNGT,-16.627012,178.689202
darling_etal_2019,Fiji,NA,Nadi_NAD001,-17.054826,178.915157
darling_etal_2019,Fiji,NA,Nadi_NAD002,-17.051025,178.910541
darling_etal_2019,Fiji,NA,Nadi_NAD004,-17.038076,178.937366
darling_etal_2019,Fiji,NA,Nadi_NAD005,-17.034733,178.920316
darling_etal_2019,Fiji,NA,Nadi_NAD006,-17.031203,178.922217
darling_etal_2019,Fiji,NA,Nadi_NAD007,-16.966307,178.792968
darling_etal_2019,Fiji,NA,Nadi_NAD008,-16.96332,178.801114
darling_etal_2019,Fiji,NA,Nadi_NAD009,-16.957755,178.810858
darling_etal_2019,Fiji,NA,Nadi_NAD010,-16.9492,178.806001
darling_etal_2019,Fiji,NA,Nadi_NAD012,-16.941326,178.82175
darling_etal_2019,Fiji,NA,Nadi_NAD013,-16.933995,178.811975
darling_etal_2019,Fiji,NA,Nadi_NAD016,-16.925577,178.81985
darling_etal_2019,Fiji,NA,Nadi_NAD019,-16.919875,178.832612
darling_etal_2019,Fiji,NA,Nadi_NAD020,-16.923405,178.842387
darling_etal_2019,Fiji,NA,Nadi_NAD021,-16.912544,178.838857
darling_etal_2019,Fiji,NA,Nadi_NAD103,-17.047288000000002,178.911822
darling_etal_2019,Fiji,NA,Nadi_NAD111,-16.951638,178.816601
darling_etal_2019,Fiji,NA,Nadi_NAD117,-16.934046,178.830992
darling_etal_2019,Fiji,NA,Namena_C3,-17.062972,179.019968
darling_etal_2019,Fiji,NA,Namena_C5,-17.061209,179.0021977
darling_etal_2019,Fiji,NA,Namena_N19,-17.145246,179.099255
darling_etal_2019,Fiji,NA,Namena_N20,-17.139544,179.091924
darling_etal_2019,Fiji,NA,Nauouo_NAOBF1,-17.64418,178.83719
darling_etal_2019,Fiji,NA,Nauouo_NAOBF2,-17.63188,178.83022
darling_etal_2019,Fiji,NA,Nauouo_NAOBF3,-17.59868,178.82509
darling_etal_2019,Fiji,NA,Nauouo_NAOBF4,-17.59588,178.81969
darling_etal_2019,Fiji,NA,Nauouo_NAOBT1,-17.6223,178.83109
darling_etal_2019,Fiji,NA,Nauouo_NAOBT2,-17.61867,178.82927
darling_etal_2019,Fiji,NA,Nauouo_NAOBT3,-17.61401,178.83002
darling_etal_2019,Fiji,NA,Nauouo_NAOCF1,-17.64391,178.82422
darling_etal_2019,Fiji,NA,Nauouo_NAOCF2,-17.63753,178.82054
darling_etal_2019,Fiji,NA,Nauouo_NAOCF3,-17.62048,178.80315
darling_etal_2019,Fiji,NA,Nauouo_NAOCF4,-17.61859,178.79863
darling_etal_2019,Fiji,NA,Nauouo_NAOCT1,-17.62539,178.81694
darling_etal_2019,Fiji,NA,Nauouo_NAOCT2,-17.62515,178.81316
darling_etal_2019,Fiji,NA,Raviravi_BUA01A,-16.8277,178.351275
darling_etal_2019,Fiji,NA,Raviravi_BUA01B,-16.821882,178.358538
darling_etal_2019,Fiji,NA,Raviravi_BUA02A,-16.811301,178.173314
darling_etal_2019,Fiji,NA,Raviravi_BUA09A,-16.803491,178.324957
darling_etal_2019,Fiji,NA,Raviravi_BUA10A,-16.837014,178.273199
darling_etal_2019,Fiji,NA,Raviravi_BUA10B,-16.829014,178.275178
darling_etal_2019,Fiji,NA,Raviravi_BUA22A,-16.81341,178.167516
darling_etal_2019,Fiji,NA,Raviravi_BUA39A,-16.794912,178.268345
darling_etal_2019,Fiji,NA,Raviravi_BUA39B,-16.7949,178.268768
darling_etal_2019,Fiji,NA,Raviravi_BUA40,-16.838237,178.30382
darling_etal_2019,Fiji,NA,Raviravi_BUA41,-16.837973,178.289428
darling_etal_2019,Fiji,NA,Raviravi_BUA42,-16.798135,178.307337
darling_etal_2019,Fiji,NA,Raviravi_BUA43,-16.796831,178.291324
darling_etal_2019,Fiji,NA,Raviravi_BUA44,-16.846508,178.324181
darling_etal_2019,Fiji,NA,Raviravi_BUA45,-16.830834,178.327748
darling_etal_2019,Fiji,NA,Raviravi_BUA46,-16.833632,178.21648
darling_etal_2019,Fiji,NA,Raviravi_BUA47,-16.827814,178.376654
darling_etal_2019,Fiji,NA,Raviravi_VUY18,-16.960078,178.65018
darling_etal_2019,Fiji,NA,Solevu_SOL001A,-17.094474,178.777817
darling_etal_2019,Fiji,NA,Solevu_SOL002,-17.091483,178.778848
darling_etal_2019,Fiji,NA,Solevu_SOL003,-17.087477,178.778594
darling_etal_2019,Fiji,NA,Solevu_SOL004,-17.093019,178.785561
darling_etal_2019,Fiji,NA,Solevu_SOL005,-17.091211,178.788352
darling_etal_2019,Fiji,NA,Solevu_SOL006,-17.09089,178.791095
darling_etal_2019,Fiji,NA,Solevu_SOL007,-17.097643,178.797611
darling_etal_2019,Fiji,NA,Solevu_SOL008,-17.093721,178.797855
darling_etal_2019,Fiji,NA,Solevu_SOL009,-17.091076,178.798942
darling_etal_2019,Fiji,NA,Solevu_SOL010,-17.10324,178.80434
darling_etal_2019,Fiji,NA,Solevu_SOL012,-17.09637,178.805458
darling_etal_2019,Fiji,NA,Solevu_SOL013,-17.090668,178.807902
darling_etal_2019,Fiji,NA,Solevu_SOL014,-17.08767,178.803625
darling_etal_2019,Fiji,NA,Solevu_SOL015,-17.085781,178.811975
darling_etal_2019,Fiji,NA,Solevu_SOL016,-17.081832,178.809492
darling_etal_2019,Fiji,NA,Solevu_SOL017,-17.085781,178.819578
darling_etal_2019,Fiji,NA,Solevu_SOL018,-17.082574,178.81848
darling_etal_2019,Fiji,NA,Solevu_SOL019,-17.088767,178.826909
darling_etal_2019,Fiji,NA,Solevu_SOL021,-17.081167,178.823899
darling_etal_2019,Fiji,NA,Solevu_SOL022,-17.088212,178.845592
darling_etal_2019,Fiji,NA,Solevu_SOL023,-17.084694,178.838857
darling_etal_2019,Fiji,NA,Solevu_SOL024,-17.083065,178.845374
darling_etal_2019,Fiji,NA,Solevu_SOL025,-17.085238,178.855963
darling_etal_2019,Fiji,NA,Solevu_SOL026,-17.078382,178.864164
darling_etal_2019,Fiji,NA,Solevu_SOL027,-17.068674,178.865195
darling_etal_2019,Fiji,NA,Solevu_SOL028,-17.064873,178.87307
darling_etal_2019,Fiji,NA,Solevu_SOL029,-17.063449,178.8907
darling_etal_2019,Fiji,NA,Solevu_SOL030,-17.056998,178.883659
darling_etal_2019,Fiji,NA,Solevu_SOL031,-17.014539,178.770455
darling_etal_2019,Fiji,NA,Solevu_SOL033,-16.981513,178.799213
darling_etal_2019,Fiji,NA,Solevu_SOL034,-17.018984,178.839671
darling_etal_2019,Fiji,NA,Solevu_SOL035,-17.016812,178.837771
darling_etal_2019,Fiji,NA,Solevu_SOL036,-17.004558,178.758002
darling_etal_2019,Fiji,NA,Solevu_SOL037,-17.015605,178.750419
darling_etal_2019,Fiji,NA,Solevu_SOL111,-17.099169,178.8059
darling_etal_2019,Fiji,NA,Solevu_SOL120,-17.081489,178.823896
darling_etal_2019,Fiji,NA,Solevu_SOL132,-16.999977,178.792968
darling_etal_2019,Fiji,NA,Totoya_TY01,-18.99895,-179.8482333
darling_etal_2019,Fiji,NA,Totoya_TY02,-18.99918333,-179.84985
darling_etal_2019,Fiji,NA,Totoya_TY04,-19.00278333,-179.8485667
darling_etal_2019,Fiji,NA,Totoya_TY06,-18.99221667,-179.8502833
darling_etal_2019,Fiji,NA,Totoya_TY08,-19.00211667,-179.8363333
darling_etal_2019,Fiji,NA,Totoya_TY10,-19.00768333,-179.8595667
darling_etal_2019,Fiji,NA,Totoya_TY12,-17.0031,-178.1436167
darling_etal_2019,Fiji,NA,Totoya_TY13,-18.99095,-179.8567167
darling_etal_2019,Fiji,NA,Totoya_TY15,-18.99406667,-179.85595
darling_etal_2019,Fiji,NA,Vatuira_MM1(D),-16.65315833,178.52365
darling_etal_2019,Fiji,NA,Vatuira_MM1(S),-16.65315833,178.52365
darling_etal_2019,Fiji,NA,Vatuira_VIR1,-17.27916,178.47926
darling_etal_2019,Fiji,NA,Vatuira_VIR2,-17.27643,178.4637
darling_etal_2019,Fiji,NA,Vatuira_VIR3,-17.2878,178.45529
darling_etal_2019,Fiji,NA,Vatuira_VIR4,-17.30956,178.4402
darling_etal_2019,Fiji,NA,Vatuira_VIR5,-17.31333,178.4642
darling_etal_2019,Fiji,NA,Vatuira_VIR6,-17.46114,178.49423
darling_etal_2019,Fiji,NA,Vatuira_VIR7,-17.44655,178.49825
darling_etal_2019,Fiji,NA,Vatuira_VIR8,-17.42487,178.48633
darling_etal_2019,Fiji,NA,Vatuira_VIR9,-17.38713,178.46461
darling_etal_2019,Fiji,NA,Vuya_VUY15,-16.972667,178.667442
darling_etal_2019,Fiji,NA,Vuya_VUY16,-16.997092,178.681216
darling_etal_2019,Fiji,NA,Vuya_VUY17,-16.999771,178.678069
darling_etal_2019,Fiji,NA,Wailevu_WAL001,-16.822395,179.064771
darling_etal_2019,Fiji,NA,Wailevu_WAL002,-16.826468,179.08242
darling_etal_2019,Fiji,NA,Wailevu_WAL003,-16.830813,179.091381
darling_etal_2019,Fiji,NA,Wailevu_WAL004,-16.843575,179.116362
darling_etal_2019,Fiji,NA,Wailevu_WAL007,-16.832972,179.120292
darling_etal_2019,Fiji,NA,Wailevu_WAL008,-16.836497,179.134962
