"","lat","lon"
"282",21.03934,-73.65972
"283",21.17747,-73.52147
"284",21.19241,-73.43532
"285",20.89164,-73.12965
"286",20.94855,-73.1515
"287",20.93535,-73.20407
"288",21.00912,-73.12897
"289",20.95075,-73.24772
"290",20.9293,-73.38667
"291",21.08023,-73.64886
"292",21.48096,-73.07515
"293",21.51139,-73.07539
"294",21.50169,-73.08015
"295",21.43566,-73.05491
"296",21.5437,-73.01575
"297",22.87555,-74.90007
"298",23.51867,-75.19843
"299",23.38018,-75.12952
"300",22.90538,-74.9186
"301",23.20352,-75.08017
"302",22.85122,-74.85595
"303",22.4768,-73.13798
"304",22.37172,-73.17038
"305",22.3587,-73.10405
"306",22.43622,-73.0034
"307",22.33405,-73.00025
"308",24.96998,-77.4708
"309",24.88698,-77.52393
"310",25.01565,-77.56968
"311",25.02475,-77.5719
"312",25.0971,-77.13832
"313",25.09428,-77.14068
"314",25.06907,-77.2571
"315",24.97475,-77.53522
"316",25.0125,-77.56512
"317",25.06862,-77.47545
"318",24.98905,-77.21975
"319",25.1004,-77.1363
"320",25.0872,-77.34502
"321",25.09117,-77.39557
"322",25.07563,-77.18448
"323",25.08828,-77.42657
"324",25.00612,-77.22617
"325",25.115,-77.2086
"326",25.08743,-77.15432
"327",25.13148,-77.14948
"328",25.12663,-77.0906
"329",25.00822,-77.55397
"330",24.89468,-77.54015
"331",25.09182,-77.42112
"332",25.00672,-77.28462
"333",25.04305,-77.53757
"334",25.10222,-77.26553
"335",25.15252,-77.09208
"336",25.07563,-77.18495
"337",25.12923,-77.10692
"338",25.0689,-77.25678
"339",25.01408,-77.56664
"340",25.09311,-77.23346
"341",25.0929,-77.23338
"342",25.00542,-77.5511
"343",25.0466,-77.23584
"344",25.02518,-77.57124
"345",25.11876,-77.17767
"346",25.07824,-77.35203
"347",25.00699,-77.23932
"348",25.10426,-77.17758
"349",25.09428,-77.14069
"350",25.00743,-77.55133
"351",25.09329,-77.39822
"352",24.97425,-77.53535
"353",24.91062,-77.52631
"354",24.97956,-77.53529
"355",24.9802,-77.5017
"356",25.10966,-77.17441
"357",24.97831,-77.25024
"358",25.07843,-77.46481
"359",25.09125,-77.33241
"360",25.0399,-77.55331
"361",25.01535,-77.56976
"362",21.702,-73.847
"363",21.695,-73.852
"364",21.6921,-73.76202
"365",21.70448,-73.78361
"366",21.70942,-73.81771
"367",21.67358,-73.79047
"368",21.66686,-73.81847
"369",21.68317,-73.81777
"370",16.01037,-79.32291
"371",16.02593,-79.29423
"372",16.0154,-79.3045
"373",16.0652,-79.2941
"374",16.08638,-79.29887
"375",16.09838,-79.29893
"376",16.0528,-79.2904
"377",16.1057,-79.3049
"378",16.1068,-79.3087
"379",15.8966,-78.6577
"380",15.8908,-78.6464
"381",15.8827,-78.6516
"382",15.8435,-78.6799
"383",15.8208,-78.7393
"384",15.8618,-78.6807
"385",15.8476,-78.711
"386",15.8946,-78.6266
"387",15.9265,-78.5935
"388",15.8765,-78.6199
"389",15.9125,-78.5671
"390",15.9037,-78.5722
"391",15.9083,-78.5771
"392",15.8277,-78.6789
"393",15.8761,-78.6417
"394",15.8703,-79.8706
"395",15.8576,-79.8127
"396",15.8199,-79.844
"397",15.8389,-79.8334
"398",15.8708,-79.8678
"399",15.7914,-79.8499
"400",15.9039,-79.6977
"401",15.8787,-79.8684
"402",19.04868,-69.16484
"403",19.07847,-69.2222
"404",19.08137,-69.2806
"405",19.08269,-69.29549
"406",19.09008,-69.12415
"407",19.07861,-69.26286
"408",19.0808,-69.10365
"409",19.08798,-69.27312
"410",19.10355,-69.3396
"411",19.12835,-69.25773
"412",19.12794,-69.25091
"413",19.16332,-69.29243
"414",12.17353,-61.72672
"415",11.9902,-61.72527
"416",11.99333,-61.73793
"417",12.02636,-61.76444
"418",12.22833,-61.59639
"419",12.49642,-61.46717
"420",12.49803,-61.46429
"421",12.49444,-61.46799
"422",12.02222,-61.78967
"423",12.47708,-61.48251
"424",12.19358,-61.71544
"425",12.48722,-61.47969
"426",12.03378,-61.778
"427",12.48829,-61.49028
"428",12.18492,-61.7249
"429",12.03964,-61.77294
"430",12.20323,-61.5896
"431",12.04031,-61.76897
"432",12.13819,-61.74855
"433",12.14543,-61.7472
"434",12.02817,-61.78311
"435",12.04564,-61.76492
"436",12.4855,-61.48644
"437",12.48546,-61.47908
"438",12.48487,-61.49564
"439",12.50161,-61.45691
"440",12.50341,-61.4569
"441",12.23029,-61.60872
"442",12.04144,-61.77094
"443",19.75797,-72.0273
"444",19.73447,-71.95261
"445",19.74955,-72.0148
"446",19.74944,-72.0494
"447",19.69168,-71.85808
"448",19.71582,-71.83204
"449",19.70508,-71.84326
"450",19.77609,-72.09145
"451",19.77607,-72.09149
"452",19.76311,-72.10127
"453",19.75213,-72.12226
"454",19.7161,-71.83423
"455",19.71727,-71.8682
"456",19.73582,-71.95422
"457",19.74738,-71.96628
"458",19.76793,-72.04778
"459",19.71896,-71.85563
"460",19.73271,-71.92901
"461",19.7129,-71.80181
"462",19.72742,-71.90593
"463",19.77646,-72.10715
"464",19.70931,-71.7729
"465",19.7529,-71.99451
"466",17.17178,-78.04689
"467",17.0064,-77.81349
"468",16.93884,-77.83963
"469",16.93192,-77.79698
"470",17.04509,-77.76067
"471",17.03978,-77.68607
"472",17.04917,-77.7206
"473",16.9717,-77.7907
"474",17.00256,-77.78744
"475",16.9308,-77.9198
"476",16.8395,-78.0871
"477",16.8435,-78.1001
"478",16.8898,-77.99265
"479",17.04736,-77.51462
"480",17.03267,-77.53016
"481",16.93983,-77.57468
"482",16.95351,-78.66334
"483",16.86968,-78.10248
"484",16.98122,-77.79603
"485",16.9389,-77.82957
"486",18.16985,-78.05446
"487",18.17078,-78.05648
"488",18.17202,-78.05276
"489",17.80507,-77.0046
"490",17.79872,-77.00403
"491",17.79895,-77.01977
"492",18.17178,-78.04689
"493",18.18866,-78.0604
"494",18.1754,-78.04807
"495",18.17333,-78.04723
"496",18.13704,-78.03723
"497",17.76345,-77.0551
"498",18.18419,-78.0778
"499",18.18122,-78.07456
"500",18.17996,-78.07249
"501",18.19324,-78.06828
"502",17.79647,-77.06952
"503",17.80158,-77.07482
"504",17.8016,-77.0744
"505",17.79473,-77.07722
"506",17.79938,-77.04322
"507",17.82813,-76.98458
"508",17.83107,-76.92235
"509",17.83232,-76.92217
"510",18.4142,-75.016
"511",18.414,-75.024
"512",18.3891,-75.01766
"513",18.41609,-75.02541
"514",18.40362,-75.0243
"515",18.39626,-75.02397
"516",18.39145,-75.02245
"517",18.39393,-75.02166
"518",18.3925,-75.0142
"519",18.41413,-75.01212
"520",18.3973,-75.0206
"521",18.4001,-75.02248
"522",18.41,-75.0306
"523",18.4086,-75.0287
"524",18.39638,-75.01888
"525",17.27659,-62.62533
"526",17.26093,-62.72467
"527",17.25531,-62.71649
"528",17.09406,-62.62101
"529",17.26386,-62.72036
"530",17.42522,-62.81744
"531",17.16554,-62.63558
"532",17.18199,-62.63269
"533",17.26589,-62.68679
"534",17.38081,-62.7147
"535",17.23254,-62.58743
"536",17.22024,-62.57822
"537",17.39351,-62.73745
"538",17.31331,-62.66471
"539",17.18156,-62.68222
"540",17.18605,-62.68056
"541",17.21232,-62.65492
"542",17.31224,-62.79892
"543",17.37352,-62.86853
"544",17.42129,-62.80548
"545",17.35471,-62.85279
"546",17.35665,-62.85536
"547",17.28392,-62.74776
"548",17.22258,-62.66441
"549",17.08571,-62.59632
"550",12.62982,-61.35133
"551",12.63564,-61.34879
"552",12.58817,-61.41958
"553",12.59015,-61.41635
"554",12.54764,-61.39428
"555",12.58608,-61.38691
"556",12.63933,-61.35987
"557",12.5922,-61.41135
"558",12.61022,-61.34052
"559",12.60933,-61.33109
"560",-14.157434,-169.6191
"561",-14.192806,-169.61005
"562",-14.162538,-169.68683
"563",-14.180034,-169.67976
"564",-14.157794,-169.68002
"565",-14.188796,-169.67038
"566",-14.181876,-169.60538
"567",-14.1690855,-169.68639
"568",-14.164816,-169.65279
"569",-14.168071,-169.60867
"570",-14.159816,-169.60913
"571",-14.161913,-169.6643
"572",-14.164482,-169.64407
"573",-14.181841,-169.60266
"574",-14.173301,-169.6419
"575",-14.165034,-169.65378
"576",-14.1616125,-169.63373
"577",-14.153293,-169.6778
"578",-14.186465,-169.66187
"579",-14.173595,-169.6866
"580",-14.17423,-169.63414
"581",-14.165708,-169.6284
"582",-14.188703,-169.60349
"583",-14.161009,-169.60681
"584",-14.163846,-169.65846
"585",-14.170797,-169.68521
"586",-14.171148,-169.60817
"587",-14.175757,-169.60663
"588",-14.184206,-169.65776
"589",-14.158112,-169.60785
"590",-14.159892,-169.61967
"591",-14.167812,-169.60786
"592",-14.154576,-169.6178
"593",-14.165209,-169.64879
"594",-14.1882515,-169.6204
"595",-14.182832,-169.62593
"596",-14.16559,-169.64516
"597",-14.187633,-169.67345
"598",-14.175435,-169.62807
"599",-14.159549,-169.66959
"600",-14.174901,-169.68164
"601",-14.176253,-169.64862
"602",-14.151863,-169.6106
"603",-14.164569,-169.60757
"604",-14.160052,-169.68315
"605",-14.178075,-169.67995
"606",-14.166187,-169.6282
"607",-14.163261,-169.66484
"608",-14.165585,-169.62933
"609",-14.158034,-169.6089
"610",-14.154773,-169.61064
"611",-14.189724,-169.66959
"612",-14.179264,-169.6281
"613",-14.162617,-169.60661
"614",-14.177977,-169.68092
"615",-14.1830435,-169.65355
"616",-14.173874,-169.68509
"617",-14.164676,-169.64194
"618",-14.159351,-169.6687
"619",-14.173137,-169.64244
"620",-14.174658,-169.64578
"621",-14.1784935,-169.60542
"622",-14.163161,-169.62259
"623",-14.181742,-169.67902
"624",-14.160125,-169.68323
"625",-14.186409,-169.66385
"626",-14.162101,-169.60732
"627",-14.153077,-169.6161
"628",-14.162763,-169.66328
"629",-14.186061,-169.60742
"630",-14.164257,-169.6519
"631",-14.193435,-169.6139
"632",-14.173834,-169.6318
"633",-14.184123,-169.62422
"634",-14.190678,-169.61636
"635",-14.162165,-169.60803
"636",-14.173288,-169.6316
"637",-14.163522,-169.62413
"638",-14.162697,-169.66664
"639",-14.173784,-169.68097
"640",-14.179571,-169.6516
"641",-14.163892,-169.68506
"642",-14.538682,-168.14575
"643",-14.535471,-168.16173
"644",-14.546286,-168.13838
"645",-14.545734,-168.1607
"646",-14.546361,-168.16484
"647",-14.531664,-168.15636
"648",-14.541366,-168.17232
"649",-14.537979,-168.17186
"650",-14.536407,-168.16428
"651",-14.547015,-168.14793
"652",-14.557833,-168.15271
"653",-14.553139,-168.16013
"654",-14.546034,-168.17023
"655",-14.547753,-168.16324
"656",-14.541947,-168.14885
"657",-14.559335,-168.15573
"658",-14.540947,-168.17276
"659",-14.542491,-168.15216
"660",-14.534924,-168.14821
"661",-14.533932,-168.14807
"662",-14.542548,-168.16112
"663",-14.552115,-168.14046
"664",-14.5281105,-168.15108
"665",-14.552507,-168.15453
"666",-14.534969,-168.1605
"667",-14.554808,-168.16457
"668",-14.545973,-168.14017
"669",-14.532776,-168.14891
"670",-14.536114,-168.16551
"671",-14.554522,-168.14572
"672",-14.539599,-168.15674
"673",-14.545053,-168.14104
"674",-14.556929,-168.15135
"675",-14.532838,-168.1486
"676",-14.528972,-168.15414
"677",-14.551592,-168.15964
"678",-14.54137,-168.14436
"679",-14.529751,-168.15018
"680",-14.557408,-168.16203
"681",-14.55412,-168.16498
"682",-14.560503,-168.15845
"683",-14.529312,-168.15196
"684",-14.545351,-168.17107
"685",-14.549576,-168.16803
"686",-14.54835,-168.13733
"687",-14.538434,-168.17207
"688",-14.551688,-168.15915
"689",-14.548375,-168.16258
"690",-14.551028,-168.16098
"691",-14.543614,-168.16425
"692",-14.543471,-168.1478
"693",-14.538938,-168.15071
"694",-14.541299,-168.16273
"695",-14.5379715,-168.15201
"696",-14.552386,-168.15111
"697",-14.536313,-168.1658
"698",-14.553593,-168.1432
"699",-14.540678,-168.14474
"700",-14.536258,-168.16399
"701",-14.530823,-168.15544
"702",-14.548326,-168.1689
"703",-14.552974,-168.14206
"704",-14.558073,-168.16156
"705",-14.54222,-168.1724
"706",-14.543538,-168.14256
"707",-14.556369,-168.15062
"708",-14.541801,-168.15088
"709",-14.542453,-168.15796
"710",-14.548414,-168.15895
"711",-14.54892,-168.149
"712",-14.551985,-168.15285
"713",-14.547328,-168.1625
"714",-14.544836,-168.1481
"715",-14.543359,-168.14801
"716",-14.551546,-168.15085
"717",-11.046231,-171.08066
"718",-11.05344,-171.09258
"719",-11.052294,-171.0646
"720",-11.047199,-171.08478
"721",-11.046731,-171.084
"722",-11.046121,-171.06996
"723",-11.04573,-171.0705
"724",-11.048154,-171.08955
"725",-11.067052,-171.08354
"726",-11.045711,-171.07753
"727",-11.063668,-171.071
"728",-11.063945,-171.07164
"729",-11.047828,-171.06816
"730",-11.050158,-171.06628
"731",-11.045582,-171.07228
"732",-11.064885,-171.07242
"733",-11.062028,-171.0892
"734",-11.066457,-171.07495
"735",-11.058808,-171.09073
"736",-11.050038,-171.09161
"737",-11.055375,-171.06384
"738",-11.068357,-171.07924
"739",-11.066245,-171.08444
"740",-11.061275,-171.06819
"741",-11.06797,-171.08186
"742",-11.058329,-171.09135
"743",-11.045251,-171.07562
"744",-11.055922,-171.09193
"745",-11.058823,-171.06587
"746",-11.060575,-171.08958
"747",-11.04724,-171.06903
"748",-11.054341,-171.06393
"749",-11.04621,-171.08089
"750",-11.060853,-171.08981
"751",-11.067416,-171.07631
"752",-11.06358,-171.07092
"753",-11.050232,-171.06625
"754",-11.045768,-171.07674
"755",-11.061995,-171.08867
"756",-11.067779,-171.0823
"757",-11.053502,-171.09222
"758",-11.061265,-171.06859
"759",-11.048145,-171.0887
"760",-11.046923,-171.0694
"761",-11.046903,-171.08423
"762",-11.060624,-171.08968
"763",-11.057535,-171.09122
"764",-11.064143,-171.08638
"765",-11.052107,-171.09225
"766",-11.05305,-171.06458
"767",-14.21339,-169.50835
"768",-14.212404,-169.43555
"769",-14.258183,-169.47118
"770",-14.2562065,-169.42021
"771",-14.210746,-169.45154
"772",-14.210749,-169.44533
"773",-14.214587,-169.48775
"774",-14.233523,-169.51744
"775",-14.215035,-169.48312
"776",-14.2112665,-169.43668
"777",-14.263012,-169.47517
"778",-14.216669,-169.49905
"779",-14.258062,-169.4723
"780",-14.229911,-169.51962
"781",-14.215066,-169.49225
"782",-14.21048,-169.45679
"783",-14.209493,-169.42833
"784",-14.243454,-169.41866
"785",-14.244029,-169.50943
"786",-14.219008,-169.51427
"787",-14.212956,-169.47986
"788",-14.21192,-169.46329
"789",-14.255246,-169.47034
"790",-14.234193,-169.41815
"791",-14.248363,-169.50465
"792",-14.272803,-169.48344
"793",-14.250235,-169.46207
"794",-14.258515,-169.42078
"795",-14.258,-169.43568
"796",-14.224069,-169.51955
"797",-14.249729,-169.45671
"798",-14.215413,-169.5021
"799",-14.26975,-169.4963
"800",-14.214825,-169.42221
"801",-14.239738,-169.51411
"802",-14.214389,-169.469
"803",-14.265397,-169.49841
"804",-14.258807,-169.50098
"805",-14.253701,-169.44365
"806",-14.212483,-169.44463
"807",-14.249691,-169.45023
"808",-14.215464,-169.41809
"809",-14.244117,-169.41782
"810",-14.2144,-169.47443
"811",-14.212578,-169.46579
"812",-14.214482,-169.48251
"813",-14.210601,-169.42477
"814",-14.253983,-169.44382
"815",-14.212898,-169.46736
"816",-14.226333,-169.51865
"817",-14.244185,-169.41878
"818",-14.25003,-169.45912
"819",-14.2173,-169.4176
"820",-14.21393,-169.47638
"821",-14.216158,-169.50008
"822",-14.210894,-169.43428
"823",-14.226295,-169.41873
"824",-14.215282,-169.48387
"825",-14.239301,-169.51436
"826",-14.263343,-169.47606
"827",-14.215871,-169.49214
"828",-14.2106,-169.45404
"829",-14.210131,-169.4513
"830",-14.264312,-169.4996
"831",-14.273693,-169.49489
"832",-14.266974,-169.49722
"833",-14.274893,-169.49272
"834",-14.26476,-169.49849
"835",-14.30696,-170.68768
"836",-14.310859,-170.6424
"837",-14.283319,-170.60648
"838",-14.288003,-170.78061
"839",-14.255673,-170.59389
"840",-14.257387,-170.58826
"841",-14.278324,-170.5359
"842",-14.278573,-170.54883
"843",-14.283942,-170.54529
"844",-14.322909,-170.69746
"845",-14.272954,-170.56789
"846",-14.278263,-170.73883
"847",-14.300762,-170.82332
"848",-14.292333,-170.79329
"849",-14.254647,-170.60774
"850",-14.36394,-170.76813
"851",-14.366886,-170.76263
"852",-14.286324,-170.54602
"853",-14.3311205,-170.69633
"854",-14.295532,-170.5602
"855",-14.287644,-170.78198
"856",-14.317774,-170.83781
"857",-14.255277,-170.6526
"858",-14.24735,-170.57187
"859",-14.362675,-170.76329
"860",-14.27852,-170.54976
"861",-14.33713,-170.70898
"862",-14.295235,-170.5671
"863",-14.298687,-170.81645
"864",-14.2920065,-170.77328
"865",-14.253861,-170.59607
"866",-14.2469015,-170.57866
"867",-14.368634,-170.76279
"868",-14.277307,-170.53833
"869",-14.279677,-170.54868
"870",-14.343444,-170.71846
"871",-14.336309,-170.70415
"872",-14.314636,-170.65462
"873",-14.271145,-170.56473
"874",-14.280698,-170.73167
"875",-14.244734,-170.66176
"876",-14.277024,-170.54617
"877",-14.353407,-170.72943
"878",-14.359365,-170.78374
"879",-14.276321,-170.57603
"880",-14.283139,-170.5982
"881",-14.266583,-170.77122
"882",-14.292429,-170.80238
"883",-14.2452345,-170.67122
"884",-14.245397,-170.57404
"885",-14.366072,-170.76389
"886",-14.366572,-170.76303
"887",-14.279031,-170.5474
"888",-14.334401,-170.7012
"889",-14.336552,-170.79437
"890",-14.290381,-170.54523
"891",-14.264089,-170.56189
"892",-14.289393,-170.791
"893",-14.258088,-170.70374
"894",-14.249703,-170.65784
"895",-14.277566,-170.51407
"896",-14.335983,-170.702
"897",-14.303983,-170.68623
"898",-14.359696,-170.78174
"899",-14.275021,-170.57524
"900",-14.241373,-170.67885
"901",-14.363846,-170.7629
"902",-14.364487,-170.76244
"903",-14.285309,-170.53767
"904",-14.27612,-170.54831
"905",-14.344072,-170.71944
"906",-14.355735,-170.78653
"907",-14.300301,-170.5768
"908",-14.305645,-170.8285
"909",-14.249463,-170.5619
"910",-14.246494,-170.6221
"911",-14.252855,-170.64566
"912",-14.364782,-170.76163
"913",-14.277317,-170.54778
"914",-14.335492,-170.80605
"915",-14.255142,-170.558
"916",-14.363504,-170.76744
"917",-14.362826,-170.76434
"918",-14.279111,-170.5446
"919",-14.357096,-170.82674
"920",-14.255351,-170.7299
"921",-14.245997,-170.57182
"922",-14.363234,-170.76697
"923",-14.364779,-170.7625
"924",-14.362275,-170.76419
"925",-14.356545,-170.73097
"926",-14.3432045,-170.72078
"927",-14.293852,-170.65733
"928",-14.304153,-170.59767
"929",-14.281396,-170.80951
"930",-14.286942,-170.76149
"931",-14.368937,-170.76218
"932",-14.372032,-170.7611
"933",-14.279626,-170.5149
"934",-14.28521,-170.54547
"935",-14.37295,-170.77432
"936",-14.347463,-170.72125
"937",-14.280103,-170.62115
"938",-14.274059,-170.61472
"939",-14.2886715,-170.758
"940",-14.282437,-170.54547
"941",-14.358856,-170.73422
"942",-14.286488,-170.60071
"943",-14.2726965,-170.61281
"944",-14.227754,-170.69995
"945",-14.282137,-170.5363
"946",-14.283627,-170.62851
"947",-14.28007,-170.58951
"948",-14.362417,-170.76575
"949",-14.3382435,-170.80396
"950",-14.314461,-170.6518
"951",-14.291018,-170.77617
"952",-14.364711,-170.76083
"953",-14.360495,-170.74835
"954",-14.355028,-170.7312
"955",-14.278058,-170.60754
"956",-14.371686,-170.76204
"957",-14.327194,-170.6943
"958",-14.361323,-170.77798
"959",-14.299556,-170.6194
"960",-14.364628,-170.76817
"961",-14.301878,-170.68208
"962",-14.362145,-170.77954
"963",-14.288125,-170.6419
"964",-14.372143,-170.76157
"965",-14.298174,-170.67453
"966",-14.33259,-170.82571
"967",-14.370568,-170.76259
"968",-14.340353,-170.79092
"969",-14.300458,-170.61984
